avgwordsen|avgchrword|avgsylword|nounperc|verbperc|pronperc|adjperc|conjperc|entropy|surprisal
Vsieghda vozvrashchaias_ domoi - Ursula Lie Guin.txt:16.30027|5.15834|2.31316|0.26793|0.15226|0.08427|0.10376|0.09388|10.12858|23.03919
Kon_ i iegho mal_chik - Klaiv Stieiplz L_iuis.txt:9.40322|4.76598|2.08373|0.23122|0.20693|0.11386|0.07312|0.0951|9.35606|24.63382
Liev, Koldun_ia i platianoi shkaf - Klaiv Stieiplz L_iuis.txt:10.68886|4.85672|2.11526|0.24047|0.19284|0.11407|0.0765|0.08933|9.30343|22.99469
Pliemiannik charodieia - Klaiv Stieiplz L_iuis.txt:9.06925|4.75623|2.08264|0.22117|0.21251|0.11854|0.06906|0.09414|9.23583|24.14987
Posliedniaia bitva - Klaiv Stieiplz L_iuis.txt:9.90129|4.9162|2.1423|0.23729|0.19758|0.11129|0.08145|0.09289|9.46393|24.47848
Prints Kaspian - Klaiv Stieiplz L_iuis.txt:10.6899|5.0081|2.19101|0.2512|0.1968|0.10808|0.08438|0.09386|9.46503|23.83137
Sieriebrianoie krieslo - Klaiv Stieiplz L_iuis.txt:9.14156|4.85063|2.10307|0.2266|0.20711|0.11378|0.08246|0.09156|9.4568|24.56017
__Pokoritiel_ Zari__, ili Plavaniie na krai svieta - Klaiv Stieiplz L_iuis.txt:10.48988|4.92943|2.14772|0.23497|0.20272|0.10287|0.0744|0.0964|9.51667|24.33413
Akadiemichieskii ekzortsizm v otdiel_no vziatom Univiersitietie - Tierri Pratchiett.txt:10.1697|5.66329|2.42109|0.25924|0.19845|0.10608|0.09714|0.06913|8.48664|20.80296
Bats! - Tierri Pratchiett.txt:8.80539|5.16098|2.23282|0.2565|0.19324|0.11236|0.08741|0.07579|9.91253|23.51019
Biezumnaia zviezda - Tierri Pratchiett.txt:9.40961|5.50464|2.38612|0.26161|0.1885|0.09244|0.10381|0.0713|10.2113|25.65723
Blaghiie znamieniia - Tierri Pratchiett _ Nil Gieiman.txt:9.46528|5.48749|2.40865|0.27471|0.17688|0.0876|0.10284|0.07144|10.59269|26.27446
Carpe Jugulum. Khvatai za ghorlo! - Tierri Pratchiett.txt:8.43156|5.33164|2.32783|0.26089|0.19432|0.09782|0.08511|0.07088|10.21511|25.11824
Damy i Gospoda - Terry David John Pratchett.txt:8.19066|5.2995|2.31703|0.25992|0.19045|0.09889|0.08579|0.07259|10.13204|25.19127
Dielai dien_ghi! - Tierri Pratchiett.txt:8.86676|5.26356|2.28507|0.27023|0.18809|0.10513|0.0893|0.07428|10.12474|24.78292
Dielo tabak - Tierri Pratchiett.txt:11.96553|5.25378|2.26624|0.26668|0.18938|0.09401|0.08441|0.0905|10.1397|24.42413
Dierzhi marku! - Tierri Pratchiett.txt:8.70143|5.24494|2.26422|0.27553|0.18974|0.1016|0.08462|0.07392|10.09571|24.59535
Dvizhushchiiesia kartinki - Tierri Pratchiett.txt:8.42877|5.42362|2.34251|0.26753|0.1932|0.0918|0.09147|0.06564|10.4239|26.27303
Dzhonni i bomba - Tierri Pratchiett.txt:7.56272|5.15416|2.25227|0.25405|0.19711|0.10331|0.07162|0.07414|9.79589|24.03395
Dzhonni i miertvietsy - Tierri Pratchiett.txt:7.09474|5.32634|2.29994|0.27333|0.19696|0.09857|0.08219|0.07099|10.0005|25.31709
Erik, a takzhie Nochnaia Strazha, vied_my i Koen-Varvar - Tierri Pratchiett.txt:9.05729|5.41878|2.35274|0.25269|0.18715|0.09525|0.09559|0.07219|10.26087|26.30418
Fint - Tierri Pratchiett.txt:17.07851|5.11971|2.23527|0.24889|0.17255|0.09374|0.08115|0.09357|10.09594|24.54177
Gdie moia korova_ - Tierri Pratchiett.txt:10.0|5.8|2.33333|0.7|0.0|0.0|0.0|0.1|3.32193|6.16993
K oruzhiiu! K oruzhiiu! - Terry David John Pratchett.txt:7.70459|5.33228|2.29859|0.27705|0.18855|0.09669|0.08951|0.06842|10.17054|24.94721
Kot biez prikras - Tierri Devid Dzhon Pratchiett.txt:14.99788|5.47802|2.43427|0.2775|0.14937|0.06301|0.12122|0.08121|9.85596|25.57449
Kryl_ia - Tierri Devid Dzhon Pratchiett.txt:7.4376|5.21742|2.25491|0.23928|0.20623|0.1105|0.07682|0.06967|9.45947|23.07228
Liudi Kovra - Tierri Devid Dzhon Pratchiett.txt:8.36084|5.11706|2.21078|0.23748|0.21457|0.11824|0.07772|0.08142|9.5133|23.57382
Maskarad (pier. S.Uvbarkh pod ried. A.Zhikarientsieva) - Terry David John Pratchett.txt:8.1937|5.36616|2.3544|0.26486|0.18407|0.09586|0.0863|0.07087|10.21311|25.26029
Mielkiie boghi (pier. N.Bierdiennikov pod rihikarientsieva) - Terry David John Pratchett.txt:7.79551|5.2982|2.3098|0.2679|0.19272|0.09621|0.08884|0.06963|10.09444|25.00886
Monstriachii vzvod - Tierri Pratchiett.txt:7.68124|5.0203|2.16998|0.23942|0.20492|0.12265|0.07124|0.08228|9.70671|23.04152
Mor, uchienik Smierti - Tierri Pratchiett.txt:9.09368|5.45959|2.3775|0.26713|0.18927|0.09849|0.1035|0.06459|10.35075|25.98304
Morie i rybki - Tierri Pratchiett.txt:8.35709|5.33573|2.35152|0.26706|0.19201|0.09506|0.08456|0.07603|9.7072|25.57161
Most trolliei - Tierri Pratchiett.txt:6.63158|4.88997|2.11174|0.25|0.2031|0.12229|0.07035|0.06061|8.46821|21.83463
Mrachnyi Zhniets (pierievod N.Bierdiennikovahikarientsieva) - Terry David John Pratchett.txt:7.79518|5.42226|2.33186|0.26899|0.19181|0.0911|0.09441|0.06759|10.23836|25.52279
Narod, ili Koghda-to my byli diel_finami. - Tierri Pratchiett.txt:9.09301|4.9808|2.20145|0.24042|0.20133|0.11044|0.08143|0.08481|9.72396|23.19826
Nievidimyie akadiemiki - Tierri Pratchiett.txt:8.99883|5.34205|2.3123|0.25914|0.18665|0.09945|0.0883|0.07283|10.27505|24.93529
Nochnaia strazha - Tierri Pratchiett.txt:8.47364|5.25127|2.24569|0.26176|0.19538|0.09726|0.08369|0.07444|10.1906|24.81622
Noghi iz ghliny - Tierri Pratchiett.txt:7.95695|5.24742|2.26368|0.26896|0.18985|0.09747|0.08466|0.0715|10.20599|25.27482
Ochien_ vieskaia prichina povierit_ v Santa-Klausa - Tierri Pretchiett.txt:9.03846|5.12979|2.26|0.22553|0.18936|0.14255|0.09574|0.06596|7.50067|18.07019
Patriot - Tierri Pratchiett.txt:8.40716|5.31477|2.29373|0.26953|0.18054|0.09408|0.08852|0.07099|10.33774|25.74851
Piatyi eliefant - Tierri Pratchiett.txt:8.29811|5.34025|2.30305|0.27258|0.1859|0.09226|0.08908|0.0695|10.29868|25.33627
Piekhotnaia ballada - Tierri Pratchiett.txt:7.64515|5.20741|2.24392|0.26699|0.20869|0.10374|0.07383|0.07889|10.07171|24.56073
Piramidy - Tierri Pratchiett.txt:9.20953|5.49075|2.36537|0.27238|0.18645|0.08429|0.10308|0.0662|10.46638|26.47081
Poddai paru! - Tierri Pratchiett.txt:13.44066|5.28966|2.30842|0.26824|0.17658|0.08717|0.09111|0.09269|10.17221|24.81405
Posliednii ghieroi. Skazaniie o Ploskom mirie - Tierri Pratchiett.txt:8.04552|5.44781|2.35307|0.2648|0.19567|0.09307|0.09328|0.06974|10.09215|25.98529
Posliednii kontinient - Tierri Pratchiett.txt:8.62297|5.46839|2.36472|0.2604|0.18037|0.08525|0.1007|0.07208|10.41816|26.14178
Posokh i shliapa - Terry David John Pratchett.txt:9.45793|5.51155|2.39893|0.26329|0.18993|0.09287|0.10561|0.06861|10.24592|25.46641
Povariennaia knigha Nianiushki Oghgh - Tierri Pratchiett.txt:15.60087|5.45137|2.4241|0.28706|0.14968|0.06782|0.11944|0.08669|10.1534|25.17491
Pravda - Tierri Pratchiett.txt:8.37325|5.42246|2.33448|0.27381|0.18585|0.09275|0.08815|0.07017|10.255|24.90322
Rokovaia muzyka - Tierri Devid Dzhon Pratchiett.txt:7.72424|5.33025|2.3087|0.2622|0.19346|0.09817|0.0866|0.06882|10.18022|24.97984
Santa-Khriakus - Terry David John Pratchett.txt:8.03578|5.36206|2.32148|0.25693|0.19198|0.08988|0.09562|0.0735|10.26639|25.4091
Shmiak - Tierri Pratchiett.txt:8.05589|5.26192|2.2544|0.27259|0.19825|0.09456|0.08256|0.07684|10.15621|24.81284
Smiert_ i Chto Sluchaietsia Poslie - Tierri Pratchiett.txt:8.84146|5.38621|2.28469|0.21931|0.19724|0.10207|0.07586|0.07448|7.81427|19.57549
Strata - Tierri Pratchiett.txt:10.25553|5.55726|2.43045|0.27391|0.17441|0.08242|0.11647|0.07029|10.40164|26.20928
Strazha! Strazha! (pier. S. Zhuzhunavy pod rhikarientsieva) - Terry David John Pratchett.txt:8.9885|5.47488|2.36901|0.27054|0.18137|0.091|0.1021|0.06777|10.40569|25.54275
Tieatr zhiestokosti - Tierri Pratchiett.txt:8.47934|5.10234|2.20947|0.2807|0.18908|0.11014|0.09162|0.07212|8.11127|20.18768
Tiemnaia storona Solntsa - Tierri Pratchiett.txt:9.29602|5.56769|2.42652|0.29075|0.17686|0.08948|0.11248|0.06013|10.29145|26.62559
Tierri Pratchiett.Intieriesnyie vriemiena - Tierri Pratchiett.txt:8.55676|5.43877|2.35329|0.2589|0.18304|0.0921|0.09674|0.07|10.33788|25.49987
Tol_ko ty mozhiesh_ spasti chieloviechiestvo - Tierri Pratchiett.txt:6.56702|5.31904|2.31131|0.26405|0.19963|0.10257|0.08184|0.06976|9.90641|25.434
Tsviet volshiebstva (pier. I.Kravtsova pod rhikarientsieva) - Terry David John Pratchett.txt:9.84937|5.63623|2.43895|0.28242|0.1833|0.07756|0.10763|0.0645|10.42035|26.46198
Tvortsy zaklinanii - Tierri Pratchiett.txt:10.35847|5.46762|2.41224|0.25933|0.19234|0.0919|0.09959|0.07631|10.19434|25.62432
Udivitiel_nyi Moris i iegho uchienyie ghryzuny - Tierri Pratchiett.txt:7.97682|4.98558|2.18086|0.23659|0.20282|0.1246|0.07824|0.07898|9.3126|21.87862
Ughonshchiki - Tierri Devid Dzhon Pratchiett.txt:8.07346|5.16229|2.22732|0.23735|0.19737|0.11565|0.07612|0.07546|9.66643|23.78265
Vied_my za ghranitsiei - Terry David John Pratchett.txt:8.67486|5.34922|2.33973|0.25289|0.18883|0.09594|0.08819|0.07183|10.1304|24.8648
Viertushki nochi - Tierri Devid Dzhon Pratchiett.txt:9.3038|4.73571|2.08298|0.20068|0.19082|0.12653|0.06463|0.08605|8.32468|22.24529
Vieshchiie siestrichki - Tierri Pratchiett.txt:9.63166|5.49707|2.39737|0.2782|0.18537|0.08472|0.09841|0.06369|10.60283|26.94644
Vor vriemieni - Tierri Pratchiett.txt:8.31073|5.36703|2.3336|0.25174|0.19083|0.0968|0.09717|0.07298|10.18125|24.81788
Ziemliekopy - Tierri Devid Dzhon Pratchiett.txt:8.45684|5.23349|2.28917|0.24144|0.20335|0.10792|0.07811|0.07016|9.67504|24.18859
Bratstvo Kol_tsa - Dzhon Ronal_d Ruel Tolkin.txt:9.55524|5.12547|2.22097|0.25327|0.18675|0.08632|0.0921|0.07577|10.26434|25.66531
Dieti Khurina - Dzhon Ronal_d Ruel Tolkiien.txt:16.04851|5.02661|2.23464|0.29008|0.1646|0.08255|0.0807|0.10452|9.84278|24.31266
Dvie krieposti - Dzhon Ronal_d Ruel Tolkin.txt:8.97292|5.00068|2.16331|0.24153|0.19729|0.1019|0.08628|0.08222|9.96672|24.94783
Khobbit, ili Tuda i obratno - Dzhon Ronald Ruel Tolkiien.txt:10.42778|5.1601|2.23548|0.26604|0.19887|0.07821|0.08041|0.08264|10.1471|25.86687
Nieokonchiennyie skazaniia - Dzhon Ronal_d Ruel Tolkiien.txt:15.48147|5.09252|2.28825|0.31353|0.14591|0.0724|0.09661|0.09823|10.00894|22.60173
Sil_marillion - Dzhon Ronald Ruel Tolkin _ Kristofier Tolkin.txt:13.65041|5.32548|2.35749|0.3487|0.15698|0.05625|0.10166|0.08028|10.21103|25.24617
Vozvrashchieniie Korolia - Dzhon Ronal_d Ruel Tolkin.txt:10.0996|5.12672|2.24784|0.29004|0.17894|0.08018|0.09249|0.08211|10.21499|25.36958
